Inactive,Internal ID,ID,External ID,Name,Duplicate,Parent Vendor,Primary Parent vendor,Vendor Status,Vendor Type,Phone,Email,Fax,Alt. Contact,Office Phone,Billing Address,Shipping Address,Web Address,Comments,Login Access,Account,Terms
No,22508,901455,901455,State of California-- Franchise Tax Board,Yes,Yes,,Approved,,888-635-0494,,,,,"901455
PO Box 942867
Franchise Tax Board
Sacramento CA 94267
United States","901455
PO Box 942867
Franchise Tax Board
Sacramento CA 94267
United States",,,No,,Due on receipt
Yes,23434,901456,901456,Statewide Propane LLC,,Yes,,Approved,,772-475-7586,info@statewidepropane.com,,,,"Statewide Propane LLC
PO Box 901309
Homestead FL 33090
United States","Statewide Propane LLC
PO Box 901309
Homestead FL 33090
United States",,,No,,Net 30
Yes,23435,901457,901457,Steagall Oil Co - CC,,Yes,,Approved,,,kfowler@steagalloil.com,,,,"Steagall Oil Co - CC
616 N 16th St
Chickasha OK 73018
United States","Steagall Oil Co - CC
616 N 16th St
Chickasha OK 73018
United States",,,No,,Credit Card
Yes,23436,901458,901458,Steelman Equipment,,Yes,,Approved,,214-437-3958,chris@steelmanequipment.com,,,,"Steelman Equipment
2425 Houston St.
Grand Prairie TX 75050
United States","Steelman Equipment
2425 Houston St.
Grand Prairie TX 75050
United States",,,No,,Net 15
Yes,22509,901459,901459,Stephenson Oil Company Inc,,Yes,,Approved,,,sbp@arkansas.net,,,,"901459
507 South Elm Street
Searcy AR 72143
United States","901459
507 South Elm Street
Searcy AR 72143
United States",,,No,,Due on receipt
No,22510,901460,901460,Steven Dupuis Oil,,Yes,,Approved,,337-445-3188,seth@stevendupuisoil.com,,,,"901460
114 Cason Road
Broussard LA 70518
United States","901460
114 Cason Road
Broussard LA 70518
United States",,,No,,Net 30
Yes,23437,901461,901461,Stone Petroleum-CC,,Yes,,Approved,,352-351-1087,stonepetro@embarqmail.com,,,,"Stone Petroleum-CC
PO Box 939
Ocala FL 34478
United States","Stone Petroleum-CC
PO Box 939
Ocala FL 34478
United States",,,No,,Credit Card
Yes,22511,901462,901462,Stop & Pop - CC,,Yes,,Approved,,,,,,,"901462
United States","901462
United States",,,No,,Credit Card
No,22512,901463,901463,"StratusGrid, LLC. - EFT",,Yes,,Approved,,(423) 401-6030,accounting@stratusgrid.com,,,(423) 225-2644,"901463
1463 Market Street
Suite #104
Chattanooga TN 37402
United States","901463
1463 Market Street
Suite #104
Chattanooga TN 37402
United States",,,No,,Net 15 - EFT
Yes,22513,901464,901464,"Strickland Oil, Inc.",,Yes,,Approved,,912-748-4422,sonja@stricklandoil.com,,,,"901464
PO Box G
Pooler GA 31322
United States","901464
PO Box G
Pooler GA 31322
United States",,,No,,Net 15
No,23438,901465,901465,Stuart Hose & Pipe Company,,Yes,,Approved,,817-332-5297,Sales@stuarthose.com,,,,"Stuart Hose & Pipe Company
PO Box 842871
Dallas TX 75284
United States","Stuart Hose & Pipe Company
PO Box 842871
Dallas TX 75284
United States",,,No,,Net 30
No,22514,901466,901466,"Stuck Enterprises, Inc. EFT",,Yes,,Approved,National ,724-627-3757,kwoods@jacobspetro.com,,,,"901466
1115 East High St.
Waynesburg PA 15370
United States","901466
1115 East High St.
Waynesburg PA 15370
United States",,,No,,Net 10 - EFT
Yes,22515,901467,901467,Sturdy Oil Co - CC,,Yes,,Approved,,831-422-8801,ram@sturdyoil.com,,,,"901467
1511 Abbott St
Salinas CA 93901
United States","901467
1511 Abbott St
Salinas CA 93901
United States",,,No,,Credit Card
No,22516,901468,901468,Suburban Fuel Co - CC,,Yes,,Approved,,703-971-2444,Sub-sfc@hotmail.com,,,,"901468
5604 Oakwood Road
Alexandria VA 22310
United States","901468
5604 Oakwood Road
Alexandria VA 22310
United States",,,No,,Credit Card
No,22517,901469,901469,"Suburban Propane, CA - CC",,Yes,,Approved,,802-527-7755,LiReynolds@suburbanpropane.com,903-592-5612,,,"901469
PO Box 12124
Fresno CA 93776
United States","901469
PO Box 12124
Fresno CA 93776
United States",,,No,,Credit Card
No,23439,901470,901470,"Suburban Propane, FL - CC",,Yes,,Approved,National ,407-847-3582,GTorres@suburbanpropane.com,407-847-8804,,,"Suburban Propane, FL - CC
1200 E Carroll St
Acct#1771-155813
Kissimmee FL 34744
United States","Suburban Propane, FL - CC
1200 E Carroll St
Acct#1771-155813
Kissimmee FL 34744
United States",,,No,,Credit Card
No,23440,901471,901471,"Suburban Propane, NJ - CC",,Yes,,Approved,,856-451-3150,jgambarony@suburbanpropane.com,,,,"Suburban Propane, NJ - CC
PO Box J
Acct #2115-286759
Whippany NJ 7981
United States","Suburban Propane, NJ - CC
PO Box J
Acct #2115-286759
Whippany NJ 7981
United States",,,No,,Credit Card
No,23441,901472,901472,"Suburban Propane, TAMPA- CC",,Yes,,Approved,,732-462-2073,jgambarony@suburbanpropane.com,,,,"Suburban Propane, TAMPA- CC
PO Box 624
Acct# 1158-186686
Howell NJ 7731
United States","Suburban Propane, TAMPA- CC
PO Box 624
Acct# 1158-186686
Howell NJ 7731
United States",,,No,,Credit Card - Due upon receipt
Yes,22518,901473,901473,Summit Racing Equipment - CC,,Yes,,Approved,,,,,,,"901473
United States","901473
United States",,,No,,Credit Card
No,23442,901474,901474,"Sun City Propane, LLC",,Yes,,Approved,,915-764-4141,gary@suncitypropane.com,,,,"Sun City Propane, LLC
PO BOX 577
Fabens TX 79838
United States","Sun City Propane, LLC
PO BOX 577
Fabens TX 79838
United States",,,No,,Net 10
No,23443,901475,901475,Sun Coast Resources-A Reladyne Co. - EFT,,Yes,,Approved,,817-688-0990,robert.teakell@reladyne.com,,,,"Sun Coast Resources-A Reladyne Co.
PO Box 735606
Dallas TX 75373
United States","Sun Coast Resources-A Reladyne Co.
PO Box 735606
Dallas TX 75373
United States",,,No,,EFT
Yes,23445,901477,901477,"Super-Flite Oil Company, INC",,Yes,,Approved,,989-233-5641,g.upton@superfliteoil.net,,,,"Super-Flite Oil Company, INC
100 E. Johnson Street
Saginaw MI 48604
United States","Super-Flite Oil Company, INC
100 E. Johnson Street
Saginaw MI 48604
United States",,,No,,Net 10
No,23446,901478,901478,Super Quality Oil,,Yes,,Approved,,973-772-7220,pinsleror@superqualityoil.com,,,,"Super Quality Oil
627 River Dr
Garfield NJ 7026
United States","Super Quality Oil
627 River Dr
Garfield NJ 7026
United States",,,No,,Due on receipt
Yes,22519,901479,901479,Superior Mermaid Car Wash - CC,,Yes,,Approved,,,,,,,"901479
United States","901479
United States",,,No,,Credit Card
No,22520,901480,901480,Superior Plus Energy Services,,Yes,,Approved,National ,800-692-2525,Bkozlowski@superiorplusenergy.com,,,,"901480
PO Box 981045
Boston MA 2298
United States","901480
PO Box 981045
Boston MA 2298
United States",,,No,,Net 30
Yes,22521,901481,901481,"Supreme Energy, Inc - CC",,Yes,,Approved,,781-331-7900,sraymond@supremeenergy.com,,,,"901481
572 East Street
Weymouth MA 2189
United States","901481
572 East Street
Weymouth MA 2189
United States",,,No,,Credit Card
No,22522,901482,901482,SWC - CC,,Yes,,Approved,,,,,,,"901482
United States","901482
United States",,,No,,Credit Card
Yes,23447,901483,901483,SYBA - Splendora Youth Ball Assoc,,Yes,,Approved,,832-588-2852,corderfam@hotmail.com,,,,"SYBA - Splendora Youth Ball Assoc
Splendora Youth Ball Association
PO Box 2216
Splendora TX 77372
United States","SYBA - Splendora Youth Ball Assoc
Splendora Youth Ball Association
PO Box 2216
Splendora TX 77372
United States",,,No,,Due on receipt
No,22523,901484,901484,T-Shirts Plus - CC,,Yes,,Approved,,,,,,,"901484
United States","901484
United States",,,No,,Credit Card
Yes,23448,901485,901485,TA Service Center - CC,,Yes,,Approved,,307-679-7840,arichardson5@ta-petro.com,706-342-3118,,,"TA Service Center - CC
2112 SR 71 and I-10
Marianna FL 32448
United States","TA Service Center - CC
2112 SR 71 and I-10
Marianna FL 32448
United States",,,No,,Credit Card
Yes,22524,901486,901486,TA Truck Service - CC,,Yes,,Approved,,,,,,,"901486
United States","901486
United States",,,No,,Credit Card
Yes,22525,901487,901487,Tactical Power,,Yes,,Approved,,719-464-2256,info@tacticalpowerpro.com,,,,"901487
1853 calle Santa Barbara,
Urb. Santa Rita 3,
Coto Laurel PR 780
United States","901487
1853 calle Santa Barbara,
Urb. Santa Rita 3,
Coto Laurel PR 780
United States",,,No,,Due on receipt
Yes,23449,901488,901488,Tadeo Cavazos,,Yes,,Approved,,832-262-9847,cavazost@icloud.com,,,,"Tadeo Cavazos
747 Blueberry Rd
Baytown TX 77523
United States","Tadeo Cavazos
747 Blueberry Rd
Baytown TX 77523
United States",,,No,,Due on receipt
Yes,22526,901489,901489,Take 5 - CC,,Yes,,Approved,,,,,,,"901489
United States","901489
United States",,,No,,Credit Card
Yes,23450,901490,901490,"Taloda Boys Ice Co, LLC",,Yes,,Approved,,325-703-6040,talodaice@outlook.com,,,,"Taloda Boys Ice Co, LLC
1416 E 17th St
San Angelo TX 76903
United States","Taloda Boys Ice Co, LLC
1416 E 17th St
San Angelo TX 76903
United States",,,No,,Due on receipt
No,19995,901491 (3-1712046376),,Tammy J McRae Mont County Tax,Yes,,,,,(936) 539-7897,,,,,,,,,No,,Due on receipt
No,23451,901491,901491,Tammy J McRae Mont County Tax,,Yes,,Approved,,936-539-7897,,,,,"Tammy J McRae Mont County Tax
400 N San Jacinto
Montgomery County Tax Assesor-Collector
Conroe TX 77301
United States","Tammy J McRae Mont County Tax
400 N San Jacinto
Montgomery County Tax Assesor-Collector
Conroe TX 77301
United States",,,No,,Due on receipt
No,22527,901492,901492,Target - CC,Yes,Yes,,Approved,,,,,,,"901492
United States","901492
United States",,,No,,Credit Card
No,22528,901493,901493,Tarkington Prairie Lodge 498,,Yes,,Approved,,,,,,,"901493
United States","901493
United States",,,No,,Due on receipt
No,23452,901494,901494,TAS Enviromental Services,,Yes,,Approved,,214-391-1109,wjustus@taslp.com,,,,"TAS Enviromental Services
8508 C F Hawn Fwy
Dallas TX 75217
United States","TAS Enviromental Services
8508 C F Hawn Fwy
Dallas TX 75217
United States",,,No,,Net 30
Yes,22529,901495,901495,TAW Power Systems,,Yes,,Approved,,251-653-4150,loretta.dixon@tawinc.com,,,,"TAW Power Systems
6312 S 78th ST
Riverview FL 33578-8835
United States","TAW Power Systems
6312 S 78th ST
Riverview FL 33578-8835
United States",,,No,,Net 30
Yes,23453,901496,901496,"Tax Advisory Services Group, LLC",,Yes,,Approved,,713-893-0697,,713-572-1997,,,"Tax Advisory Services Group, LLC
1 Greenway Plaza, Suite 330
Houston TX 77046
United States","Tax Advisory Services Group, LLC
1 Greenway Plaza, Suite 330
Houston TX 77046
United States",,,No,,Due on receipt
Yes,22530,901497,901497,TaxExcise.com - CC,,Yes,,Approved,,,,,,,"901497
United States","901497
United States",,,No,,Credit Card
Yes,22531,901498,901498,Taylor's Heavy Duty Towing & Recovery CC,,Yes,,Approved,,479-597-8750,taylorsheavydutytowinginc@gmail.com,,,,"901498
7603 Terry St
Fort Wmith AR 72916
United States","901498
7603 Terry St
Fort Wmith AR 72916
United States",,,No,,Credit Card
No,23454,901499,901499,Taylor Oil Co Inc. FL - EFT,,Yes,,Approved,,863-453-3106,morgan@tayloroilfl.com,,,,"Taylor Oil Co Inc. FL - EFT
PO Box 267
Avon Park FL 33826
United States","Taylor Oil Co Inc. FL - EFT
PO Box 267
Avon Park FL 33826
United States",,,No,,Net 10 - EFT
No,23455,901500,901500,"Taylor Oil Company-somerville, nj",,Yes,,Approved,,410-749-2151,rjones@taylor-oil.com,,,,"Taylor Oil Company-somerville, nj
PO BOX 974
77 SECOND STREET
Somerville NJ 8876
United States","Taylor Oil Company-somerville, nj
PO BOX 974
77 SECOND STREET
Somerville NJ 8876
United States",,,No,,Net 20
No,23456,901501,901501,Taylor Oil Company Inc.,,Yes,,Approved,,908-725-7737,kdavis@tayloroilco.com,800-543-3835,,,"Taylor Oil Company Inc.
PO Box 974
Somerville NJ 8876
United States","Taylor Oil Company Inc.
PO Box 974
Somerville NJ 8876
United States",,,No,,Net 20
No,22532,901502,901502,"Taylor Oil Northeast, Inc.",,Yes,,Approved,,781-767-5400,mreynolds@tayloroilco.com,,,,"901502
176 Centre Street
Holbrook MA 2343
United States","901502
176 Centre Street
Holbrook MA 2343
United States",,,No,,Net 30
No,23457,901503,901503,TCL Insurance - EFT,,Yes,,Approved,,936-560-9393,allison@tclinsurance.com,936-560-9394,,,"TCL Insurance - EFT
1329 N University Dr., Ste D7
Nacogdoches TX 75961
United States","TCL Insurance - EFT
1329 N University Dr., Ste D7
Nacogdoches TX 75961
United States",,,No,,Due on Receipt - EFT
No,22533,901504,901504,TD Auto Finance - EFT,,Yes,,Approved,,800-556-8172,,,,,"901504
PO Box 16035
Lewiston ME 4243
United States","901504
PO Box 16035
Lewiston ME 4243
United States",,,No,,EFT
No,23458,901505,901505,TDECU - EFT,,Yes,,Approved,,800-839-0420,,,,,"TDECU - EFT
1001 FM 2004
Lake Jackson TX 77566
United States","TDECU - EFT
1001 FM 2004
Lake Jackson TX 77566
United States",,,No,,Due on receipt
No,23459,901506,901506,TDLR Texas Dept of Licensing & Regulation,,Yes,,Approved,,800-803-9202,,,,,"TDLR Texas Dept of Licensing & Regulation
PO Box 12157
Austin TX 78711
United States","TDLR Texas Dept of Licensing & Regulation
PO Box 12157
Austin TX 78711
United States",,,No,,Due on receipt
No,22534,901507,901507,Team BWT LLC,,Yes,,Approved,National ,703-627-2737,ned@teambwt.com,,,,"901507
1105 17 St South
Arlington VA 22202
United States","901507
1105 17 St South
Arlington VA 22202
United States",,,No,,Net 10
Yes,22535,901508,901508,Telaflora - CC,,Yes,,Approved,,,,,,,"901508
United States","901508
United States",,,No,,Credit Card
No,20098,901509 (3-1712046385),,Tennessee Department of Revenue,,,,,,,,,,,,,,,No,,
No,22536,901509,901509,Tennessee Department of Revenue,Yes,Yes,,Approved,,,,,,,"901509
500 Deaderick St.
Andrew Jackson St.Office Building
Nashville TN 37242
United States","901509
500 Deaderick St.
Andrew Jackson St.Office Building
Nashville TN 37242
United States",,,No,,
No,22537,901510,901510,Tennessee Secretary fo State,,Yes,,Approved,,,,,,,"901510
United States","901510
United States",,,No,,
Yes,23460,901511,901511,Terrabella Enviromental Services,,Yes,,Approved,,210-892-4496,mcarr@terrabellaes.com,,,,"Terrabella Enviromental Services
PO Box 39
Leming TX 78050
United States","Terrabella Enviromental Services
PO Box 39
Leming TX 78050
United States",,,No,,Due on receipt
Yes,22538,901512,901512,Terri Dunn,,Yes,,Approved,,,,,,,"901512
United States","901512
United States",,,No,,Due on receipt
No,22539,901513,901513,Tevis Energy - EFT,,Yes,,Approved,,(410) 876-6800,plambooy@tevisenergy.com,,,(903) 819-9800,"82 John Street
Westminister MD 21158
United States","82 John Street
Westminister MD 21158
United States",,,No,1326760,Net 30 - EFT
No,23461,901514,901514,Texas City- La Marque Chamber of Commerce,Yes,Yes,,Approved,,409-935-1408,,,,,"Texas City- La Marque Chamber of Commerce
9702 Emmett F. Lowry Expressway
Texas City TX 77591
United States","Texas City- La Marque Chamber of Commerce
9702 Emmett F. Lowry Expressway
Texas City TX 77591
United States",,,No,,Due on receipt
No,23462,901515,901515,Texas Comptroller of Public Accounts,,Yes,,Approved,,,sales.applications@cpa.state.tx.us,,,,"Texas Comptroller of Public Accounts
111 E. 17th Street
Austin TX 78774
United States","Texas Comptroller of Public Accounts
111 E. 17th Street
Austin TX 78774
United States",,,No,,Due on receipt
No,20099,901516 (1-1712046389),,Texas Department of Motor Vehicles,,,,,,,,,,,,,,,No,,Credit Card
No,22540,901516,901516,Texas Department of Motor Vehicles,,Yes,,Approved,,,,,,,"901516
United States","901516
United States",,,No,,Credit Card
Yes,22541,901517,901517,Texas Exposition - CC,,Yes,,Approved,,,,,,,"901517
United States","901517
United States",,,No,,Credit Card
Yes,22542,901518,901518,Texas Exposition Services  - CC,,Yes,,Approved,,,,,,,"901518
United States","901518
United States",,,No,,Credit Card
No,23463,901519,901519,Texas Forklift Training,,Yes,,Approved,,713-557-7534,certification@texasforklifttraining.com,,,,"Texas Forklift Training
1627 Laurel Springs Ln
Kingwood TX 77339
United States","Texas Forklift Training
1627 Laurel Springs Ln
Kingwood TX 77339
United States",,,No,,Net 30
Yes,23464,901520,901520,Texas Inspection Station - CC,,Yes,,Approved,,281-850-0837,,,,,"Texas Inspection Station - CC
14531 Old Humble Rd
Humble TX 77396
United States","Texas Inspection Station - CC
14531 Old Humble Rd
Humble TX 77396
United States",,,No,,Credit Card
No,23465,901521,901521,Texas Mutual Insurance - EFT,,Yes,,Approved,,800-859-5995,allison@tlcinsurance.com,512-224-7695,,,"Texas Mutual Insurance - EFT
PO Box 841843
Dallas TX 75184
United States","Texas Mutual Insurance - EFT
PO Box 841843
Dallas TX 75184
United States",,,No,,EFT
No,23466,901522,901522,Texas Pressure Washing LLC,,Yes,,Approved,,,sales@texaspw.com,,,,"Texas Pressure Washing LLC
3315 Misty Alcove CT
Kingwood TX 77345
United States","Texas Pressure Washing LLC
3315 Misty Alcove CT
Kingwood TX 77345
United States",,,No,,Due on receipt
Yes,22543,901523,901523,Texas Rolling Shutters & Screens - CC,,Yes,,Approved,,,,,,,"901523
United States","901523
United States",,,No,,Credit Card
No,22544,901524,901524,Texas S.O.S. Service - CC,,Yes,,Approved,,,,,,,"901524
United States","901524
United States",,,No,,Credit Card
No,22545,901525,901525,Texas Secretary of State - CC,,Yes,,Approved,,,,,,,"901525
United States","901525
United States",,,No,,Credit Card
Yes,23467,901526,901526,"Texas Superior Tanks, LLC",,Yes,,Approved,,979-387-2990,orders@texassuperiortanks.com,,,,"Texas Superior Tanks, LLC
8723 Loop 540
Beasley TX 77417
United States","Texas Superior Tanks, LLC
8723 Loop 540
Beasley TX 77417
United States",,,No,,Net 15
Yes,23468,901527,901527,Texas T's and Vinyl - CC,,Yes,,Approved,,281-747-7195,txscreenprint@gmail.com,,,,"Texas T's and Vinyl - CC
22275 Ford Road Suite 200
Porter TX 77365
United States","Texas T's and Vinyl - CC
22275 Ford Road Suite 200
Porter TX 77365
United States",,,No,,Credit Card
Yes,23469,901528,901528,Texas Truck Works - CC,,Yes,,Approved,,,,,,,"Texas Truck Works - CC
32311 FM 2978 Road
Magnolia TX 77354
United States","Texas Truck Works - CC
32311 FM 2978 Road
Magnolia TX 77354
United States",,,No,,Credit Card
Yes,23470,901529,901529,Texas Vengeance,,Yes,,Approved,,,,,,,"Texas Vengeance
4127 Longhorn Dr.
Cleveland TX 77328
United States","Texas Vengeance
4127 Longhorn Dr.
Cleveland TX 77328
United States",,,No,,Due on receipt
Yes,22546,901530,901530,The Advantage Inn - CC,,Yes,,Approved,,,,,,,"901530
United States","901530
United States",,,No,,Credit Card
Yes,23471,901531,901531,The Behal Law Group LLC,,Yes,,Approved,,614-643-5050,,,,,"The Behal Law Group LLC
501 South High Street, Suite 200
Columbus OH 46215
United States","The Behal Law Group LLC
501 South High Street, Suite 200
Columbus OH 46215
United States",,,No,,Due on receipt
Yes,22547,901532,901532,The Biosolve Company,,Yes,,Approved,,781-482-7900,info@biosolve.com,,,,"901532
24 Victory Lane
Dracut MA 1826
United States","901532
24 Victory Lane
Dracut MA 1826
United States",,,No,,Net 30
Yes,22548,901533,901533,The Boss Auto Glass - CC,,Yes,,Approved,,,,,,,"901533
United States","901533
United States",,,No,,Credit Card
No,22549,901534,901534,The County Wheel & Rim,,Yes,,Approved,,,,,,,"901534
United States","901534
United States",,,No,,Due on receipt
Yes,22550,901535,901535,The Hometown Chef Catering Co - CC,,Yes,,Approved,,,,,,,"901535
United States","901535
United States",,,No,,Due on receipt
No,22551,901536,901536,The Kiesel Company,,Yes,,Approved,National ,314-351-5500,dispatch@kieselco.com,,,,"901536
Lock Box No. 790100
Dept. No 23729
St Louis MO 63179
United States","901536
Lock Box No. 790100
Dept. No 23729
St Louis MO 63179
United States",,,No,,Net 10
No,23472,901537,901537,The Mustang Club,,Yes,,Approved,,713-805-1387,,,,,"The Mustang Club
5603 Kiowa Timbers Dr
Humble TX 77346
United States","The Mustang Club
5603 Kiowa Timbers Dr
Humble TX 77346
United States",,,No,,Due on receipt
Yes,23473,901538,901538,The Probus Law Firm - CC,,Yes,,Approved,,832-452-0379,matthewprobus@theprobuslawfirm.com,713-258-2701,,,"The Probus Law Firm - CC
10497 Town & Country Way
Suite 930
Houston TX 77024
United States","The Probus Law Firm - CC
10497 Town & Country Way
Suite 930
Houston TX 77024
United States",,,No,,Credit Card - Due upon receipt
No,22552,901539,901539,The State of Rhode Island,,Yes,,Approved,,401-222-3040,corp_tech@sos.ri.gov,,,,"901539
United States","901539
United States",,,No,,
No,22553,901540,901540,The UPS Store - CC,,Yes,,Approved,,,,,,,"901540
United States","901540
United States",,,No,,Credit Card
No,23474,901541,901541,Thermotane Propane - CC,,Yes,,Approved,National ,407-322-5854,jayme@thermotane.com,,,,"Thermotane Propane - CC
414 W 9th St
Sanford FL 32771
United States","Thermotane Propane - CC
414 W 9th St
Sanford FL 32771
United States",,,No,,Credit Card
No,22554,901542,901542,Third Coast Bank,,Yes,,Approved,,,,,,,"901542
United States","901542
United States",,,No,,Due on receipt
No,23475,901543,901543,Third Coast Bank ssb - Lockbox,,Yes,,Approved,,,,,,,"Third Coast Bank ssb - Lockbox
E Campbell Road Suite 108
Lockbox Number 679002 1200
Richardson TX 75081
United States","Third Coast Bank ssb - Lockbox
E Campbell Road Suite 108
Lockbox Number 679002 1200
Richardson TX 75081
United States",,,No,,
No,22555,901544,901544,Thomas Isaacks - Employee,,Yes,,Approved,,,,,,,"901544
United States","901544
United States",,,No,,Due on receipt
Yes,22556,901545,901545,Thomas Oil Company - CC,,Yes,,Approved,,812-696-5151,jennifer.kinzie@tocinc.com,,,,"901545
3070 R.J. Parkway
Franklin IN 46131
United States","901545
3070 R.J. Parkway
Franklin IN 46131
United States",,,No,,Credit Card - Due upon receipt
No,22557,901546,901546,Thompson Gas - Florida,,Yes,,Approved,,772-217-0046,TRigney@thompsongas.com,,,,"901546
PO Box 986511
Boston MA 2298
United States","901546
PO Box 986511
Boston MA 2298
United States",,,No,,Net 30
No,22558,901547,901547,Thompson Gas LLC,,Yes,,Approved,,772-777-8133,cfancher@thompsongas.com,,,,"901547
PO Box 986511
Boston MA 2298
United States","901547
PO Box 986511
Boston MA 2298
United States",,,No,,Net 30
Yes,22559,901548,901548,Tidewater Tank,,Yes,,Approved,,757-513-6644,Marka@tidewatertank.com,,,,"901548
5209 Shenstone Circle
Virginia Beach VA 23455
United States","901548
5209 Shenstone Circle
Virginia Beach VA 23455
United States",,,No,,Due on receipt
No,23476,901549,901549,Tiff's Treats - CC,,Yes,,Approved,,832-232-9300,,,,,"Tiff's Treats - CC
1333 Old Sparnish Trail
Trail Unit 1
Houston TX 77054
United States","Tiff's Treats - CC
1333 Old Sparnish Trail
Trail Unit 1
Houston TX 77054
United States",,,No,,Credit Card
No,23477,901550,901550,Tiffany Villarreal - Employee,,Yes,,Approved,,,,,,,"Tiffany Villarreal - Employee
23738 Ford Rd.
Porter TX 77365
United States","Tiffany Villarreal - Employee
23738 Ford Rd.
Porter TX 77365
United States",,,No,,Due on receipt
No,22560,901551,901551,Tiger Fuel,,Yes,,Approved,,434-293-6167,bishopl@tigerfuel.com,,,,"901551
PO BOX 1607
Charlottesville VA 22902
United States","901551
PO BOX 1607
Charlottesville VA 22902
United States",,,No,,Due on receipt
No,23478,901552,901552,Tilwell Petroleum,,Yes,,Approved,,401-315-5317,jcardwell@tilwellpetroleum.com,401-315-5703,,,"Tilwell Petroleum
63 Tom Harvey Road
Westerly RI 2891
United States","Tilwell Petroleum
63 Tom Harvey Road
Westerly RI 2891
United States",,,No,,Net 10
No,23479,901553,901553,Tims South,,Yes,,Approved,,830-278-4647,mafygomez@yahoo.com,,,,"Tims South
4055 E Main St
Uvalde TX 78801
United States","Tims South
4055 E Main St
Uvalde TX 78801
United States",,,No,,Net 30
Yes,23480,901554,901554,Titan Transportation,,Yes,,Approved,,281-746-6111,shawn@titan-trans.com,,,,"Titan Transportation
16514 Avenplace Rd
Tomball TX 77377
United States","Titan Transportation
16514 Avenplace Rd
Tomball TX 77377
United States",,,No,,Due on receipt
No,23481,901555,901555,TNT Crane & Rigging,,Yes,,Approved,National ,,gwomack@tntcrane.com,,,,"TNT Crane & Rigging
PO Box 847561
Dallas TX 75284
United States","TNT Crane & Rigging
PO Box 847561
Dallas TX 75284
United States",,,No,,Due on receipt
No,23482,901556,901556,Tomahawk - EFT,,Yes,,Approved,,432-955-8557,tomahawkdisposal@yahoo.com,,,,"Tomahawk - CC
115 Private Road 208-L
Seminole TX 79360
United States","Tomahawk - CC
115 Private Road 208-L
Seminole TX 79360
United States",,,No,,Net 20 - EFT
Yes,22561,901557,901557,Tommy's Express - CC,,Yes,,Approved,,,,,,,"901557
United States","901557
United States",,,No,,Credit Card
Yes,22562,901558,901558,"Topgolf Spring, TX - CC",,Yes,,Approved,,,,,,,"901558
United States","901558
United States",,,No,,Credit Card
Yes,22563,901559,901559,Tory Burch - CC,,Yes,,Approved,,,,,,,"901559
United States","901559
United States",,,No,,Credit Card
Yes,23483,901560,901560,TowLogix LLC - CC,,Yes,,Approved,,850-796-7200,towlogix@hotmail.com,,,,"TowLogix LLC - CC
6977 Snug Waters Road
Navarre FL 32566
United States","TowLogix LLC - CC
6977 Snug Waters Road
Navarre FL 32566
United States",,,No,,Credit Card
No,22564,901561,901561,"Town & Country Propane, LLC. - CC",,Yes,,Approved,,717-252-8070,dgeib@townandcountryfuels.com,,,,"901561
PO BOX 20578
YORK PA 17402
United States","901561
PO BOX 20578
YORK PA 17402
United States",,,No,,Credit Card
Yes,22565,901562,901562,TR Lee Oil Co. - CC,,Yes,,Approved,,919-553-6494,trleeoilco@yahoo.com,,,,"901562
400 West Main Street
Clayton NC 27520
United States","901562
400 West Main Street
Clayton NC 27520
United States",,,No,,Credit Card
No,22566,901563,901563,Tractor Supply Co. - CC,,Yes,,Approved,,432-523-5500,,,,,"901563
United States","901563
United States",,,No,,Credit Card
Yes,22567,901564,901564,Trailer Wheel & Frame Co - CC,,Yes,,Approved,,,,,,,"901564
United States","901564
United States",,,No,,Credit Card
Yes,22568,901566,901566,"Trans Lease, Inc. - EFT",,Yes,,Approved,,303-289-6423,billing@transleaseinc.com,303-289-6836,,,"901566
PO Box 172686
Denver CO 80217
United States","901566
PO Box 172686
Denver CO 80217
United States",,,No,,Net 20
No,23484,901567,901567,TransLiquid Technologies LLC,,Yes,,Approved,,281-377-5845,colling@noxguard.com,,,,"TransLiquid Technologies LLC
330 Rayford Road #208
Spring TX 77386
United States","TransLiquid Technologies LLC
330 Rayford Road #208
Spring TX 77386
United States",,,No,,Net 20
Yes,23485,901568,901568,Travel Centers of America - CC,,Yes,,Approved,,850-526-3303,orderentry@jaguarfueling.com,,,,"Travel Centers of America - CC
7000 I-40 East
Amarillo TX 79118
United States","Travel Centers of America - CC
7000 I-40 East
Amarillo TX 79118
United States",,,No,,Credit Card
No,23486,901569,901569,"Tri-Co Propane, Inc. - CC",,Yes,,Approved,,512-352-8500,mary@tricopropane.com,,,,"Tri-Co Propane, Inc. - CC
PO Box 266
Rogers TX 76569
United States","Tri-Co Propane, Inc. - CC
PO Box 266
Rogers TX 76569
United States",,,No,,Credit Card
Yes,23487,901570,901570,Tri-Con Incorporated,,Yes,,Approved,,409-835-2237,orders@triconinc.org,,,,"Tri-Con Incorporated
PO Box 20555
Beaumont TX 77720
United States","Tri-Con Incorporated
PO Box 20555
Beaumont TX 77720
United States",,,No,,Net 30
