Customer ID,Customer Name,Company Name,DBA Name,Credit Insurance Amount
"55569","11354-110","4360 Doniphan Dr","","400000"
"55570","11354-111","5717 I10 East","","400000"
"55571","11354-112","9306 Great Hills Trail","","400000"
"55572","11354-113","3836 Richmond Ave","","400000"
"55573","11354-114","12405 N Gessner","","400000"
"55574","11354-115","6575 IH 35 N","","400000"
"55575","11354-116","9503 W Commerce St","","400000"
"55576","11354-117","11120 W Highway 80 E","","400000"
"55577","11354-118","8330 Sweetwater","","400000"
"55578","11354-119","5901 Griggs Rd Door 11","","400000"
"55579","11354-120","10750 Telge","","400000"
"55580","11354-121","500 block of McKinney at Smith","","400000"
"55581","11354-122","8185 Hwy 242","","400000"
"55582","11354-123","3417 Leeland St","","400000"
"55583","11354-124","4006 Campell Road","","400000"
"55584","11354-125","21802 Townsend Blvd W","","400000"
"55585","11354-126","3120 Produce Row","","400000"
"55586","11354-127","13922 Stafford Rd","","400000"
"55587","11354-128","11125 W Grand Parkway S","","400000"
"55588","11354-129","19575 Lee Rd","","400000"
"55589","11354-130","505 Port Road","","400000"
"55590","11354-131","15855 Diplomatic Plaza Dr","","400000"
"55591","11354-132","9641 Pozoz Lane","","400000"
"55592","11354-137","7110 Mykawa Rd","","400000"
"55593","11354-138","8200 East Freeway","","400000"
"55594","11354-139","42146 US 290 Bus","","400000"
"55595","11354-142","1901 Kirkland Drive","","400000"
"55596","11354-149","511A Lockwood Dr","","400000"
"55597","11354-150","380 Cypress Creek","","400000"
"55598","11354-151","5001 183 A Road Suite G150","","400000"
"55599","11354-152","3509 North I35","","400000"
"55600","11354-153","8001 183A Frontage Rd Suite G150","","400000"
"55601","11354-300","7500-A FM 1405","","400000"
"55602","11356-101","5951 N Houston Rosslyn Rd","","25000"
"55603","12338-101","11603 I-10 E","","25000"
"55604","11366-101","11339 Cutten Rd","","25000"
"55605","12612-101","10077 Wallisville Rd","","12500"
"55607","11368-102","23510 N Freeway","","400000"
"55608","11368-103","1050 Laporte Freeway","","400000"
"55609","11368-104","5390 Freudenburg Rd","","400000"
"55610","11368-105","10250 La Porte Freeway","","400000"
"55611","11368-106","560 Highway 355","","400000"
"55612","11368-107","7701 Highway 90A","","400000"
"55613","11368-108","1602 N Witter St","","400000"
"55614","11368-109","1550 N Witter St","","400000"
"55615","11368-110","207 Lincolnshire Dr","","400000"
"55616","11368-112","602 Copper Road","","400000"
"55617","11368-113","18310 Market St","","400000"
"55618","11368-116","305 Royale Heights Lane","","400000"
"55619","11368-117","4057 East Highway 332","","400000"
"55620","11368-118","317 SH 146","","400000"
"55621","11368-120","23898 State Highway 288","","400000"
"55622","11368-121","28.968333, -95.468611","","400000"
"55623","11368-122","11605 Strang Rd","","400000"
"55624","11368-125","14047 Hatcherville Rd","","400000"
"55625","11368-126","307 County Rd 624","","400000"
"55626","11374-101","9405 E Sam Houston Pkway N","","40000"
"55633","12761-102","9500 FM 1942","","60000"
"55634","11867-200","101 N Cattleman Road","","250000"
"55635","11867-101","259 Interstate 45 South","","250000"
"55636","11867-102","6955 Highway 6 N","","250000"
"55637","11867-103","13250 Northwest Freeway","","250000"
"55638","11867-104","8605 Westheimer Rd","","250000"
"55639","11867-105","5850 Eastex Freeway","","250000"
"55640","11867-106","255 Marina Bay Dr","","250000"
"55641","11386-120","9288 LA-75 Geismar","","150000"
"55642","11386-122","1282 Hwy 70","","150000"
"55643","11386-108","32 Oxy Ln","","150000"
"55644","11386-111","7406 S Main Street","","150000"
"55645","11386-101","Hwy 302","","150000"
"55646","11386-102","751 CR 401","","150000"
"55647","11386-103","461 County Rd 237","","150000"
"55648","11386-104","461 County Rd 237","","150000"
"55649","11386-105","2294 FM 1450","","150000"
"55650","11386-106","751 County Rd 401","","150000"
"55651","11386-107","1218 S County RD 1150","","150000"
"55652","11386-109","5470 N Twin City Hwy","","150000"
"55653","11386-110","4800 Port Industrial Rd","","150000"
"55654","11386-113","30.0433399, -940233960","","150000"
"55655","11386-114","201 Bay Street South","","150000"
"55656","11386-115","1925 Old Mansfield Ferry Rd","","150000"
"55657","11386-116","10382 I-10 Service Road","","150000"
"55658","11386-121","300 County Rd 402","","150000"
"55659","11386-123","2759 Independence Pkwy","","150000"
"55660","11386-124","30.041319, -94.026261","","150000"
"55661","11386-125","2685 South San Gabriel","","150000"
"55662","11386-126","8500 West Bay Road","","150000"
"55663","11386-128","6145 Highway 69 S","","150000"
"55664","11386-130","8605 FM 1405","","150000"
"55665","11386-131","8816 FM 1942","","150000"
"55666","11386-132","5300 Old West Port Arthur Road","","150000"
"55667","11388-101","3690 N Church Ave","","80000"
"55668","11388-102","2810 E 1-20","","80000"
"55669","11388-103","7329 Fannin St","","80000"
"55670","11388-104","4466 Genoa Red Bluff Rd","","80000"
"55671","11388-105","100 Convention Center Way","","80000"
"55672","11388-108","2614 130th Street","","80000"
"55673","11394-101","9393 Sheldon Rd","","12500"
"55674","11879-101","7705 W Bay Rd","","40000"
"55675","12727-101","807 Tori Rd","","30000"
"55676","12307-101","9500 Clinton Dr","","35000"
"55677","11952-101","7401 S Main","","60000"
"55678","12667-101","2247 Wolf Road","","30000"
"55680","11430-101","15101 FM 2147","","12500"
"55681","11435-101","11255 Eastex Freeway","","60000"
"55682","11435-102","1775 Farm to Market 1489","","60000"
"55684","11447-101","12301 S Main Street","","50000"
"55685","12094-101","10503 Needham St","","25000"
"55686","12094-102","10503 Needham Street","","25000"
"55688","11466-101","15847 Kimberlee Street","","25000"
"55689","11466-102","18900 Ceila Way","","25000"
"55690","11471-139","950 22nd St N","","350000"
"55691","11471-115","2601 W Broadway Rd","","350000"
"55692","11471-107","1550 Marlborough Ave","","350000"
"55693","11471-127","5525 N Golden State Blvd","","350000"
"55694","11471-136","840 Riverside Pkwy","","350000"
"55695","11471-101","588 Sugar Mill Pl","","350000"
"55696","11471-109","18400 E 22nd Ave","","350000"
"55697","11471-111","200 Telecom Drive","","350000"
"55698","11471-126","4850 NW 103rd Ave","","350000"
"55699","11471-132","6902 Cypress Park Drive","","350000"
"55700","11471-133","7025 AC Skinner Pkwy","","350000"
"55701","11471-165","5701 E Hillsborough Ave","","350000"
"55702","11471-128","5855 Peachtree Corners E","","350000"
"55703","11471-119","3375 Koapaka St Ste G-300","","350000"
"55704","11471-114","260 Prospect Pl SW","","350000"
"55705","11471-138","9288 E Emerald ST","","350000"
"55706","11471-112","2441 Alft Ln","","350000"
"55707","11471-130","6215 Morenci Trl","","350000"
"55708","11471-106","15201 W 99th St","","350000"
"55709","11471-108","16020 W 113th St","","350000"
"55710","11471-140","11509 Commonwealth Dr","","350000"
"55711","11471-141","12170 Merriman Rd","","350000"
"55712","11471-118","3070 Lunar Ln","","350000"
"55713","11471-117","2709 Cherry St","","350000"
"55714","11471-125","4830 Pan American East Frwy NE","","350000"
"55715","11471-113","2448 W Dorothy Lane","","350000"
"55716","11471-129","6200 Oak Tree Blvd","","350000"
"55717","11471-134","7477 Alta View Blvd","","350000"
"55718","11471-122","4533 Enterprise Drive","","350000"
"55719","11471-137","8960 NE Alderwood RD","","350000"
"55720","11471-131","6437 Dahlem Way","","350000"
"55721","11471-105","1455 Cannon Rd","","350000"
"55722","11471-120","3800 Ezell Road","","350000"
"55723","11471-102","11830 Webb Chapel Rd","","350000"
"55724","11471-104","1321 Rutherford LN","","350000"
"55725","11471-121","4401 Freidrich Ln","","350000"
"55726","11471-124","4660 N Sam Houston Pkwy E","","350000"
"55727","11471-135","7668 Warren Pkwy","","350000"
"55728","11471-142","10701 Metric blvd","","350000"
"55729","11471-143","31.7199, -102.63","","350000"
"55730","11471-144","217 Warren St","","350000"
"55731","11471-145","31.368, -103.669","","350000"
"55732","11471-147","6405 Tri County Parkway","","350000"
"55733","11471-220","8440 Westland West Blvd","","350000"
"55734","11471-116","264 W 12300 S","","350000"
"55735","11471-103","12490 Sunrise Valley Drive","","350000"
"55736","11471-123","4571 S Laburnum Ave","","350000"
"55737","11471-110","19807 Northcreek Parkway","","350000"
"55738","12856-101","1800 South US 385","","35000"
"55739","11989-101","5621 Jernigan Rd","","120000"
"55740","11989-102","11455 FM 2432 Rd","","120000"
"55741","11989-103","9694 Adcock Acres","","120000"
"55742","11989-104","122 Flynt Road","","120000"
"55743","11989-105","11875 Crockett Martin Rd","","120000"
"55744","11989-106","9686 Adcock Acres","","120000"
"55745","11989-107","13200 McCrorey Rd","","120000"
"55746","11989-108","10791 Los Cabos Dr","","120000"
"55747","11989-109","3375 Fostoria Rd","","120000"
"55748","11989-110","14652 Jack Gibbs Rd","","120000"
"55749","11989-111","301 FM 1375","","120000"
"55750","11489-101","5019 Basin Street","","160000"
"55751","11234-109","101 Misty way","","150000"
"55753","11234-102","15437 Avenue C","","150000"
"55754","11234-103","16740 17184 Tri City Beach Rd","","150000"
"55755","11234-104","17802 Adlong Johnson","","150000"
"55756","11234-105","1919 South Fm 565","","150000"
"55757","11234-106","20700 Crosby Eastgate","","150000"
"55758","11234-107","955 Phillips Co Rd","","150000"
"55759","11234-108","13150 Green River","","150000"
"55760","11234-110","5024 Decker Dr","","150000"
"55761","11234-111","19498 Needlepoint Rd","","150000"
"55762","11234-112","3003 Kilgore Pkwy","","150000"
"55763","11234-113","17185 Tri City Beach Rd","","150000"
"55764","11234-114","8710 Miller Road Number 2","","150000"
"55765","11234-115","13301 Beaumont Highway","","150000"
"55766","11234-116","29.753390, -94.869540","","150000"
"55767","11234-117","15221 FM 2354","","150000"
"55768","11234-118","29.683981, -94.6242209","","150000"
"55769","11234-120","8911 McCollum Park Rd","","150000"
"55770","11234-121","29.797042, -94.884604","","150000"
"55771","11234-123","16741 Tri City Beach Rd","","150000"
"55772","11234-124","1903 Sheldon Rd","","150000"
"55773","11234-125","8500 Miller Road 2","","150000"
"55774","11234-126","4129 Greenshadow Rd","","150000"
"55775","11234-127","6500 N Main St","","150000"
"55776","11234-128","29.753453, -94.869955","","150000"
"55777","11234-130","17955 Needlepoint","","150000"
"55778","11234-131","29.70547, -95.15212","","150000"
"55779","11234-133","29.787856, -94.873080","","150000"
"55780","11234-135","29.78966, -94.87166","","150000"
"55781","11234-136","29.7909916,-94.8952497","","150000"
"55782","11234-137","29.785750,-94.873970","","150000"
"55783","11234-138","29.7953575,-94.5236454","","150000"
"55784","11234-139","29.842670, -95.146330","","150000"
"55785","11234-140","29°52'096"N 95°06'588"W","","150000"
"55786","11234-141","7705 West Bay Road","","150000"
"55787","11234-143","27.653889, -99.561083","","150000"
"55788","11234-144","1053 County Road 312","","150000"
"55789","11234-210","10925 Highway 225","","150000"
"55790","11801-101","19233 FM 1485","","25000"
"55791","11964-101","4939 McCarty Street","","25000"
"55792","11516-101","175 W Jackson","","50000"
"55793","11516-103","604 County Road 2205","","50000"
"55794","12827-101","9590 New Decade Dr","","50000"
"55795","11519-144","3350 SR 29","","900000"
"55796","11519-161","5223 Orient Rd","","900000"
"55797","11519-181","3301 Cities Service Hwy","","900000"
"55798","11519-110","12848 N 2180 Rd","","900000"
"55799","11519-123","200 SE 4th Street","","900000"
"55800","11519-132","2100 East Reno","","900000"
"55801","11519-145","34.829491, -97.756801","","900000"
"55802","11519-151","398 East 480","","900000"
"55803","11519-156","4144 E US Hwy 270","","900000"
"55804","11519-169","833 Katy St","","900000"
"55805","11519-182","5101 W Reno Ave","","900000"
"55806","11519-184","1525 W Smith Ferry Rd","","900000"
"55807","11519-187","4541 E Apache st","","900000"
"55808","11519-193","1000 Alderson Industrial Rd","","900000"
"55809","11519-641","736 S Richard James Ave","","900000"
"55810","11519-645","6024 South 116th East Avenue","","900000"
"55811","11519-646","14001 E Admiral Pl","","900000"
"55812","11519-101","PO Box 30129","","900000"
"55813","11519-102","13138 Lockwood Rd","","900000"
"55814","11519-103","1401 16th Street","","900000"
"55815","11519-104","1420 League Line Rd","","900000"
"55816","11519-105","1515 San Jacinto St","","900000"
"55817","11519-106","15525 Milner Road","","900000"
"55818","11519-107","17042 Hwy 60 South","","900000"
"55819","11519-108","17138 Broadleaf Oak Dr","","900000"
"55820","11519-109","1727 Westheimer Rd","","900000"
"55821","11519-111","1801 Gulfway Drive","","900000"
"55822","11519-112","18632 Chanute Rd","","900000"
"55823","11519-113","19100 Unity Park Dr","","900000"
"55824","11519-114","2000 Woods Road","","900000"
"55825","11519-115","2001 Preston St","","900000"
"55826","11519-116","2011 Hwy 288","","900000"
"55827","11519-117","2015 NE I 410","","900000"
"55828","11519-118","2015 Woods Rd","","900000"
"55829","11519-119","2020 County Road 103","","900000"
"55830","11519-120","1005 Missouri St","","900000"
"55831","11519-121","20222 Champion Forest Dr","","900000"
"55832","11519-122","20510 Cypress Plaza Parkway","","900000"
"55833","11519-124","21726 Grayson Highland Way","","900000"
"55834","11519-125","22525 Clay Rd","","900000"
"55835","11519-126","2323 W Main St","","900000"
"55836","11519-127","2323 W Sam Houston Pkwy N","","900000"
"55837","11519-128","2353 FM 1960 East St","","900000"
"55838","11519-129","101 Old Underwood Rd","","900000"
"55839","11519-130","2401 5th Ave S","","900000"
"55840","11519-131","26010 Southwest Freeway","","900000"
"55841","11519-133","3595 Farm To Market 1960 West","","900000"
"55842","11519-134","3715 Oats Road","","900000"
"55843","11519-135","10578 FM 673","","900000"
"55844","11519-136","3900 I-40 East","","900000"
"55845","11519-137","4000 N Shepherd Dr","","900000"
"55846","11519-138","401 W Dallas St","","900000"
"55847","11519-139","4101 S Mayberry Rd","","900000"
"55848","11519-140","4141 North Fwy","","900000"
"55849","11519-141","4220 County Road 394","","900000"
"55850","11519-142","4661 Wright Rd","","900000"
"55851","11519-143","1060 N San Jacinto St","","900000"
"55852","11519-146","6194 Hwy 6 North","","900000"
"55853","11519-147","6600 Up River Rd","","900000"
"55854","11519-148","7340 SH-85","","900000"
"55855","11519-149","7800 Airport Blvd","","900000"
"55856","11519-150","8221 Highway 225","","900000"
"55857","11519-152","8383 Westheimer Rd","","900000"
"55858","11519-153","8500 W Bay Rd","","900000"
"55859","11519-154","900 Leeland St","","900000"
"55860","11519-155","9023 County Road 196","","900000"
"55861","11519-158","9503 Middlex Dr","","900000"
"55862","11519-159","9525 CR 2004","","900000"
"55863","11519-160","9822 La Porte Frwy","","900000"
"55864","11519-162","12455 Strang Rd","","900000"
"55865","11519-163","9925 West Park Dr","","900000"
"55866","11519-164","12630 Water Works Way","","900000"
"55867","11519-165","1499 FM 523","","900000"
"55868","11519-166","2011 N Brazosport Blvd","","900000"
"55869","11519-167","31.1942298, -97.9038883","","900000"
"55870","11519-168","3648 SH 123","","900000"
"55871","11519-170","8826 Connection Rd","","900000"
"55872","11519-171","8420 FM 1409","","900000"
"55873","11519-172","110 S Mechanic Street","","900000"
"55874","11519-174","10900 S IH-45 Frontage Road","","900000"
"55875","11519-175","3525 CR 217","","900000"
"55876","11519-176","16015 Shady Falls Rd","","900000"
"55877","11519-177","13410 FM 1764","","900000"
"55878","11519-178","3010 Greens Rd","","900000"
"55879","11519-179","1300 Louis Henna Blvd","","900000"
"55880","11519-180","2001 N Kenney Fort Blvd","","900000"
"55881","11519-183","1500 Lamar St","","900000"
"55882","11519-185","1387 County Rd 446","","900000"
"55883","11519-186","2363 CR 690","","900000"
"55884","11519-188","10550 I10 East","","900000"
"55885","11519-189","3695 South East Washington Blvd","","900000"
"55886","11519-190","5225 Meridiana Pkwy","","900000"
"55887","11519-191","25131 CR 48","","900000"
"55888","11519-192","2857 Anderson Rd","","900000"
"55889","11519-194","1537 Stone Rd","","900000"
"55890","11519-195","15664 Augbubon Park Dr","","900000"
"55891","11519-196","13000 Space Center Blvd","","900000"
"55892","11519-197","13467 Columbia Shuttle St","","900000"
"55893","11519-198","6120 Louetta Road","","900000"
"55894","11519-199","410 and Hammerstone Dr","","900000"
"55895","11519-200","23420 Cinco Ranch Blvd","","900000"
"55896","11519-201","2222 W Malone Ave","","900000"
"55897","11519-202","1502 Park Path Dr","","900000"
"55898","11519-203","19333 Poppy Village Circle","","900000"
"55899","11519-205","19702 W Lake Houston Pkwy","","900000"
"55900","11519-206","19217 Olive Health Lane","","900000"
"55901","11519-207","3670 Underwood Rd","","900000"
"55902","11519-208","15410 Peermont Street","","900000"
"55903","11519-209","1411 Buena Vista","","900000"
"55904","11519-210","6329 Cypress Creek Parkway","","900000"
"55905","11519-212","6114 Brookside Road","","900000"
"55906","11519-213","3525 Decker Dr","","900000"
"55907","11519-214","3535 Wiseman Blvd","","900000"
"55908","11519-215","40030 Parkside Oaks Way","","900000"
"55909","11519-216","355 W Friar Tuck Ln","","900000"
"55910","11519-217","5200 E McKinney Rd STE 500","","900000"
"55912","11519-219","6115 FM 1405 Rd","","900000"
"55913","11519-220","435 5th Street South","","900000"
"55914","11519-221","14838 Vance Jackson Rd","","900000"
"55915","11519-222","SE Loop 410 Alma Dr","","900000"
"55916","11519-223","3401 Center St","","900000"
"55917","11519-224","6830 Cal Turner Drive","","900000"
"55918","11519-225","3611 Fountainhead Dr","","900000"
"55919","11519-227","4059 FM 1006","","900000"
"55920","11519-228","1034 Winner Foster","","900000"
"55921","11519-229","4975 Gulf Fwy","","900000"
"55922","11519-230","16620 Ella Blvd","","900000"
"55923","11519-231","9944 Highway 6","","900000"
"55924","11519-232","9669 Grogans Mill Rd","","900000"
"55925","11519-233","2601 Kahill Dr","","900000"
"55926","11519-234","13213 South Fwy","","900000"
"55927","11519-235","3550 W Dallas St","","900000"
"55928","11519-236","1001 S Airhart","","900000"
"55929","11519-237","9923 Fischer Rd","","900000"
"55930","11519-238","2921 Center St","","900000"
"55931","11519-239","19319 Soriel Copley","","900000"
"55932","11519-240","8440 Garden Plot Rd","","900000"
"55933","11519-241","8807 Higway 225","","900000"
"55934","11519-242","10515 Southwest Fwy","","900000"
"55935","11519-243","2600 Red Bluff Rd","","900000"
"55936","11519-244","425 A West Plantation Drive","","900000"
"55937","11519-246","19175 Lee Rd","","900000"
"55938","11519-248","5103 Underwood Rd","","900000"
"55939","11519-249","5300 Genoa Red Bluff Rd","","900000"
"55940","11519-250","2002 Willow Terrace","","900000"
"55941","11519-251","19176 Lee Rd STE 450","","900000"
"55942","11519-252","4910 South New Braunfels","","900000"
"55943","11519-253","13460 Lockwood Rd","","900000"
"55944","11519-254","10400 Southwest Fwy","","900000"
"55945","11519-255","5900 Westminster Dr","","900000"
"55946","11519-256","2380 FM 812","","900000"
"55947","11519-257","7600 E Sam Houston Pkwy N","","900000"
"55948","11519-258","202 N Castlegory rd","","900000"
"55949","11519-259","1010 S Ponds Dr","","900000"
"55950","11519-260","1 Tesla Rd","","900000"
"55951","11519-261","20708 Kuykendahl Road","","900000"
"55952","11519-262","4507 Wright Rd","","900000"
"55953","11519-263","1920 CR 52","","900000"
"55954","11519-264","3523 Decker Drive","","900000"
"55955","11519-265","858 FM 1209","","900000"
"55956","11519-266","16301 249 Access Rd","","900000"
"55957","11519-267","347 FM 2603","","900000"
"55958","11519-268","2066 W Oaklawn Rd","","900000"
"55959","11519-269","1201 Fox Hunter Rd","","900000"
"55960","11519-270","13203 Murphy Rd","","900000"
"55961","11519-271","5048 CR 278","","900000"
"55962","11519-272","30.0037646, -95.3015983","","900000"
"55963","11519-273","4115 Avenue O","","900000"
"55964","11519-274","7960 State Highway 35 N","","900000"
"55965","11519-275","7141 Lawndale Street","","900000"
"55966","11519-277","2980 County Rd 404","","900000"
"55967","11519-278","12701 FM 1960 Rd W","","900000"
"55968","11519-279","504 N Main Street","","900000"
"55969","11519-280","14100 Park Row","","900000"
"55970","11519-281","5900 Hwy 225","","900000"
"55971","11519-282","12915 Wetmore Rd","","900000"
"55972","11519-283","11918 Clay Road","","900000"
"55973","11519-284","3505 E FM 646","","900000"
"55974","11519-285","768 County Road 437","","900000"
"55975","11519-286","8280 Sheldon Rd","","900000"
"55976","11519-287","3900 N IH 35 Frontage","","900000"
"55977","11519-288","101 Chisholm Trail Rd","","900000"
"55978","11519-289","1019 W University Ave","","900000"
"55979","11519-290","4225 FM 762","","900000"
"55980","11519-291","113 W Cemetary Road","","900000"
"55981","11519-292","338 County Rd 116","","900000"
"55982","11519-293","110 Center St","","900000"
"55983","11519-294","6726 Reading Rd","","900000"
"55984","11519-295","5120 Cedar Port Pkwy","","900000"
"55985","11519-296","9303 Farm to Market Rd 1459","","900000"
"55986","11519-297","4000 Homestead Rd","","900000"
"55987","11519-298","691 Sunforest Ln","","900000"
"55988","11519-299","2613 Perseverance Dr","","900000"
"55989","11519-300","3939 Mickey Gilley Blvd","","900000"
"55990","11519-301","4400 North Freeway","","900000"
"55991","11519-302","1680 CR RD 431","","900000"
"55992","11519-303","16655 Southwest Freeway","","900000"
"55993","11519-304","540 South Interstate 35","","900000"
"55994","11519-305","601 Sam Houston Dr","","900000"
"55995","11519-307","2940 Eldridge Parkway","","900000"
"55996","11519-308","16711 Champion Forest Dr","","900000"
"55997","11519-309","2800 N Terminal Rd","","900000"
"55998","11519-310","10050 Highway 6","","900000"
"55999","11519-311","3000 Broadway St","","900000"
"56000","11519-312","6700 W IH-10","","900000"
"56001","11519-314","5735 Waldon Walk","","900000"
"56002","11519-315","9641 Pozos Lane","","900000"
"56003","11519-316","7213 East Mount Houston Rd","","900000"
"56004","11519-317","5560 FM 1640 Rd","","900000"
"56005","11519-318","10575 Red Bluff Rd","","900000"
"56006","11519-319","156 1st Street West","","900000"
"56007","11519-320","9302 Lambright Rd","","900000"
"56008","11519-321","1500 Hermann Dr","","900000"
"56009","11519-322","5710 Higdon Rd","","900000"
"56010","11519-325","1777 Gears Rd","","900000"
"56011","11519-326","2727 Vista Rd","","900000"
"56012","11519-327","3010 Yellowstone Blvd","","900000"
"56013","11519-328","29.84813 ,- 95.44279","","900000"
"56014","11519-329","11650 FM 1937","","900000"
"56015","11519-330","8102 Amelia Rd","","900000"
"56016","11519-331","2821 Pacino St","","900000"
"56017","11519-332","201 E 14th St","","900000"
"56018","11519-333","9311 Lily Glen Ct","","900000"
"56019","11519-334","7405 Almeda Rd","","900000"
"56020","11519-335","605 Utex Drive","","900000"
"56021","11519-336","2557 I-35 N","","900000"
"56022","11519-337","1920 S 16th St","","900000"
"56023","11519-338","1713 N Tinsley St","","900000"
"56024","11519-339","18510 FM 1774","","900000"
"56025","11519-340","5710 FM 2269","","900000"
"56026","11519-341","4710 S IH35","","900000"
"56027","11519-342","1177 NE Loop 410","","900000"
"56028","11519-343","3314 E Pecan St","","900000"
"56029","11519-344","5526 County Rd 446","","900000"
"56030","11519-345","11800 Katy Fwy","","900000"
"56031","11519-346","307 Cleveland Way","","900000"
"56032","11519-347","4102 Wiseman","","900000"
"56033","11519-348","5200 Genoa Red Bluff Rd","","900000"
"56034","11519-349","7055 Hwy 6 N","","900000"
"56035","11519-350","2502 Harborside Drive","","900000"
"56036","11519-351","11043 Westheimer","","900000"
"56037","11519-352","6902 E Orem Dr","","900000"
"56038","11519-353","18300 Marvelous Place","","900000"
"56039","11519-354","346 Cleveland Way","","900000"
"56040","11519-355","310 Cleveland Way","","900000"
"56041","11519-356","4027 S Loop 1604 E","","900000"
"56042","11519-357","3555 Westover Link","","900000"
"56043","11519-358","4502 Medical Dr","","900000"
"56044","11519-359","1135 California Ave","","900000"
"56045","11519-365","13101 Harold Green Road","","900000"
"56046","11519-366","23900 Katy Freeway","","900000"
"56047","11519-367","2929 LOCKWOOD GUBBLES RD","","900000"
"56048","11519-368","10369 W Gulf Bank Rd","","900000"
"56049","11519-369","5946 East Mount Houston","","900000"
"56050","11519-370","5656 FM 438","","900000"
"56051","11519-371","2001 FM 3057","","900000"
"56052","11519-372","3502 E Main","","900000"
"56053","11519-373","9167 SH 6","","900000"
"56054","11519-374","1301 E Main","","900000"
"56055","11519-375","3229 N Hwy 14","","900000"
"56056","11519-376","7479 Bagby Ave","","900000"
"56057","11519-377","410 W Loop 121","","900000"
"56058","11519-378","5092 SH 7","","900000"
"56059","11519-379","1400 S Abbott Ave","","900000"
"56060","11519-380","3119 Gholson RD","","900000"
"56061","11519-381","11177 Longstreet Rd","","900000"
"56062","11519-382","12700 Citypark Drive","","900000"
"56063","11519-383","8400 N Loop 1604 W","","900000"
"56064","11519-384","1250 Wonderworld Drive","","900000"
"56065","11519-385","1530 West Loop S","","900000"
"56066","11519-386","3240 W FM 1161 Rd","","900000"
"56067","11519-387","10228 Broadway St","","900000"
"56068","11519-388","407 Cleveland Way","","900000"
"56069","11519-389","7714 Bayer Rd","","900000"
"56070","11519-390","301 S 1st St","","900000"
"56071","11519-391","301 Old Choate Rd","","900000"
"56072","11519-392","3940 N McCarty","","900000"
"56073","11519-393","2737 CR 5","","900000"
"56074","11519-394","3420 W Jett Rd","","900000"
"56075","11519-395","4402 Hwy 225","","900000"
"56076","11519-396","2973 CR 171","","900000"
"56077","11519-397","1711 FM 523 Rd","","900000"
"56078","11519-398","4601 Highway 377 S","","900000"
"56079","11519-399","2835 FM 2001","","900000"
"56080","11519-400","1530 FM 973","","900000"
"56081","11519-401","1701 Ferry St","","900000"
"56082","11519-404","11000 County Rd 403","","900000"
"56083","11519-405","3924 Ave U","","900000"
"56084","11519-406","873 Anthem Parkway","","900000"
"56085","11519-407","2103 Saint Cloud RD","","900000"
"56086","11519-408","3355 CR 273","","900000"
"56087","11519-409","2201 Judith Rd","","900000"
"56088","11519-410","540 N I-35 Frontage RD","","900000"
"56089","11519-413","29.454450, -98.563720","","900000"
"56090","11519-414","9165 US - 77","","900000"
"56091","11519-415","4509 Freidrich Lane","","900000"
"56092","11519-416","3465 Cypress Creek Pkwy","","900000"
"56093","11519-417","26595 FM 2090 Rd","","900000"
"56094","11519-418","1633 W Grand Pkwy N","","900000"
"56095","11519-419","101 Fisher Ave N","","900000"
"56096","11519-420","1005 FM 1340","","900000"
"56097","11519-421","612 Franklin RD","","900000"
"56098","11519-422","4665 Garth Rd","","900000"
"56099","11519-423","10715 Bandera Rd","","900000"
"56100","11519-424","13001 I-10 East","","900000"
"56101","11519-425","108 E Spring Valley","","900000"
"56102","11519-426","503 E Cesar Chaves St","","900000"
"56103","11519-427","200 HR Cir N","","900000"
"56104","11519-428","2400 FM 685","","900000"
"56105","11519-429","3201 CR 132","","900000"
"56106","11519-430","8000 Metropolis DR","","900000"
"56107","11519-431","12610 Tesla Rd","","900000"
"56108","11519-432","3900 Interstate 35N","","900000"
"56109","11519-433","1977 CO Rd 133","","900000"
"56110","11519-434","2110 Federal Rd","","900000"
"56111","11519-435","1755 Federal Rd","","900000"
"56112","11519-436","301 West Main St","","900000"
"56113","11519-437","3393 Blodgett Street","","900000"
"56114","11519-438","700 Westgreen Blvd","","900000"
"56115","11519-439","6651 W Bay Rd","","900000"
"56116","11519-440","5555 Del Monte Dr","","900000"
"56117","11519-449","300 Meyerland Plaza Mall","","900000"
"56118","11519-450","2839 Highway 36","","900000"
"56119","11519-451","4100 Clinton Drive","","900000"
"56120","11519-452","649 Mason Rd","","900000"
"56121","11519-453","11727 East Sam Houston Prkwy","","900000"
"56122","11519-454","8012 North Sam Houston Parkway","","900000"
"56123","11519-455","210 Patton St","","900000"
"56124","11519-456","9181 CR 196","","900000"
"56125","11519-457","575 Conroe Park West Drive","","900000"
"56126","11519-458","12333 Gulf Freeway","","900000"
"56127","11519-459","5501 W Baker Rd","","900000"
"56128","11519-460","1635 South Voss","","900000"
"56129","11519-461","11720 Thousand Trail","","900000"
"56130","11519-462","215 West Main St","","900000"
"56131","11519-463","Wallberg Construction","","900000"
"56132","11519-466","25951 NW Freeway","","900000"
"56133","11519-467","2821 FM 1960 Rd W","","900000"
"56134","11519-468","200 N Terminal Rd","","900000"
"56135","11519-469","9501 Lakeside Blvd","","900000"
"56136","11519-478","500 Mccullough Ave","","900000"
"56137","11519-484","3708 Greenhouse Rd","","900000"
"56138","11519-485","493 N Downing Rd","","900000"
"56139","11519-486","21406 Winding Path way","","900000"
